field_name,source,is_numeric_field
disease_response_pfs,Disease Response PFS,
disease_response_pfs,Progression Free Survival,
disease_response_pfs,PFS,
disease_response_pfs,PFS Status,
disease_response_pfs_month,Disease Response PFS Month,yes
disease_response_pfs_month,PFS Months,yes
disease_response_pfs_month,Progression Free Survival Months,yes
disease_response_pfs_month,PFS Duration,yes
disease_response_recist,Disease Response RECIST,
disease_response_recist,RECIST,
disease_response_recist,RECIST Response,
disease_response_recist,Response RECIST,
disease_response_recist,Tumor Response RECIST,
feces_phenotype,Feces Phenotype,
feces_phenotype,Fecal Phenotype,
feces_phenotype,Stool Phenotype,
feces_phenotype,Feces Type,
fmt_id,FMT ID,
fmt_id,Fecal Microbiota Transplant ID,
fmt_id,Transplant ID,
fmt_id,FMT Identifier,
fmt_role,FMT Role,
fmt_role,Fecal Microbiota Transplant Role,
fmt_role,Transplant Role,
fmt_role,FMT Status,
hla,HLA,
hla,HLA Type,
hla,HLA Allele,
hla,Human Leukocyte Antigen,
hla,HLA Genotype,
neonatal_birth_weight,Neonatal Birth Weight,yes
neonatal_birth_weight,Birth Weight,yes
neonatal_birth_weight,Weight at Birth,yes
neonatal_birth_weight,Newborn Birth Weight,yes
neonatal_delivery_procedure,Neonatal Delivery Procedure,
neonatal_delivery_procedure,Delivery Procedure,
neonatal_delivery_procedure,Mode of Delivery,
neonatal_delivery_procedure,Delivery Method,
neonatal_feeding_method,Neonatal Feeding Method,
neonatal_feeding_method,Feeding Method,
neonatal_feeding_method,Infant Feeding,
neonatal_feeding_method,Breast Formula,
neonatal_gestational_age,Neonatal Gestational Age,yes
neonatal_gestational_age,Gestational Age,yes
neonatal_gestational_age,Pregnancy Duration,yes
neonatal_gestational_age,Weeks Gestation,yes
neonatal_preterm_birth,Neonatal Preterm Birth,
neonatal_preterm_birth,Preterm Birth,
neonatal_preterm_birth,Premature Birth,
neonatal_preterm_birth,Born Preterm,
obgyn_birth_control,OB GYN Birth Control,
obgyn_birth_control,obgyn_birth_control,
obgyn_birth_control,Birth Control,
obgyn_birth_control,Contraception,
obgyn_birth_control,Contraceptive Use,
obgyn_lactating,OB GYN Lactating,
obgyn_lactating,obgyn_lactating,
obgyn_lactating,Lactating,
obgyn_lactating,Breastfeeding,
obgyn_lactating,Breast Feeding,
obgyn_menopause,OB GYN Menopause,
obgyn_menopause,obgyn_menopause,
obgyn_menopause,Menopause,
obgyn_menopause,Menopausal Status,
obgyn_menopause,Post Menopause,
obgyn_pregnancy,OB GYN Pregnancy,
obgyn_pregnancy,obgyn_pregnancy,
obgyn_pregnancy,Pregnancy,
obgyn_pregnancy,Pregnant,
obgyn_pregnancy,Pregnancy Status,
smoker,Smoker,
smoker,Smoking Status,
smoker,Current Smoker,
smoker,Tobacco Use,
treatment,Treatment,
treatment,Treatment Type,
treatment,Therapy,
treatment,Medical Treatment,
tumor_staging_ajcc,Tumor Staging AJCC,
tumor_staging_ajcc,AJCC Stage,
tumor_staging_ajcc,AJCC Staging,
tumor_staging_ajcc,Stage AJCC,
tumor_staging_tnm,Tumor Staging TNM,
tumor_staging_tnm,TNM Stage,
tumor_staging_tnm,TNM Classification,
tumor_staging_tnm,Stage TNM,
biomarker_name,Biomarker Name,
biomarker_name,Marker Name,
biomarker_name,Biomarker,
biomarker_name,Test Name,
biomarker_unit,Biomarker Unit,
biomarker_unit,Unit,
biomarker_unit,Measurement Unit,
biomarker_unit,Marker Unit,
biomarker_value,Biomarker Value,yes
biomarker_value,Value,yes
biomarker_value,Marker Value,yes
biomarker_value,Test Result,yes
disease_response_os,Disease Response OS,yes
disease_response_os,Overall Survival,yes
disease_response_os,OS,yes
disease_response_os,OS Status,yes
disease_response_os_unit,Disease Response OS Unit,
disease_response_os_unit,OS Unit,
disease_response_os_unit,Overall Survival Unit,
disease_response_os_unit,Survival Unit,
ecog_performance_status,ECOG Performance Status,
ecog_performance_status,ECOG Status,
ecog_performance_status,Performance Status,
ecog_performance_status,ECOG Score,
feces_phenotype_value,Feces Phenotype Value,
feces_phenotype_value,Fecal Phenotype Value,
feces_phenotype_value,Stool Phenotype Value,
feces_phenotype_value,Phenotype Value,
tumor_size_measurement,Tumor Size Measurement,yes
tumor_size_measurement,Tumor Size,yes
tumor_size_measurement,Size Measurement,yes
tumor_size_measurement,Longest Dimension,yes
tumor_size_residual_measurement,Tumor Size Residual Measurement,
tumor_size_residual_measurement,Residual Tumor Size,
tumor_size_residual_measurement,Residual Size,
tumor_size_residual_measurement,Residual Measurement,
uncurated_metadata,Uncurated Metadata,
uncurated_metadata,Metadata,
uncurated_metadata,Free Text,
uncurated_metadata,Raw Metadata,
host_species,Host Species,
host_species,Species,
host_species,Organism,
host_species,Scientific Name,
host_species,Binomial Name,
study_name,STUDY_LABEL,
subject_id,PT_ID,
subject_id,SUBJ_ID,
subject_id,PAT_NUM,
subject_id,PT_NUM,
sample_id,SAMP_ID,
sample_id,SPEC_ID,
sample_id,SPCMN_NUM,
curator,CURAT_ID,
pmid,PUB_ID,yes
subcohort,COHORT_GRP,
target_condition,TARGET_DIS,
target_condition,PRIMARY_DX,
control,CONTROL_FLAG,
control,CTRL_STATUS,
control,CASE_CTRL,
country,COUNTRY_CODE,
body_site,ANAT_LOC,
body_site,PRIMARY_LOC,
body_site,TUMOR_LOC,
body_site,BIOPSY_LOC,
body_site_details,SITE_DETAIL,
body_site_details,LOC_DESC,
body_site_details,ANATOMIC_DESC,
days_from_first_collection,DAYS_1ST_COLL,yes
days_from_first_collection,D_PROC,yes
days_from_first_collection,COLL_DAYS,yes
lifestyle,LIFESTYLE_TYPE,
lifestyle,LIFESTYLE_CAT,
location,GEOG_LOC,
location,SAMPLING_LOC,
location,STUDY_LOC,
probing_pocket_depth,PPD_VALUE,
probing_pocket_depth,POCKET_DEPTH_MM,
westernized,WESTERNIZED_FLAG,
antibiotics_exclusion_period,ABX_EXCL_PD,yes
antibiotics_exclusion_period,AB_EXCL_DUR,yes
antibiotics_exclusion_period_unit,ABX_EXCL_UNIT,
antibiotics_exclusion_period_unit,AB_DUR_UNIT,
probing_pocket_depth_value,PPD_MM,
probing_pocket_depth_value,POCKET_MM,yes
dna_extraction_kit,EXTRACT_KIT,
dna_extraction_kit,DNA_EXTRACT_METHOD,
ncbi_accession,NCBI_ACC,
ncbi_accession,ACCESSION_NUM,
ncbi_accession,BIOPROJECT_ACC,
sequencing_platform,SEQ_PLATFORM,
sequencing_platform,SEQ_TECH,
sequencing_platform,PLATFORM_ID,
age,AGE_YRS,yes
age,PT_AGE,yes
age_group,AGE_GRP,
age_group,AGE_CAT,
age_group,AGE_BRACKET,
age_unit,AGE_UOM,
ancestry,ANCESTRY_CAT,
ancestry,ETHNIC_CAT,
ancestry_details,ANCESTRY_DESC,
ancestry_details,ETHNIC_DESC,
family,FAMILY_NUM,
family_role,FAMILY_REL,
family_role,RELATION_TYPE,
sex,SEX_M_F,
zigosity,ZYGO_STATUS,
age_min,MIN_AGE_YR,yes
age_max,MAX_AGE_YR,yes
age_years,AGE_YR,yes
antibiotics_current_use,ABX_CURRENT,
antibiotics_current_use,AB_USE_CURR,
bmi,BODY_MASS_IDX,yes
dietary_restriction,DIET_RESTRICT,
dietary_restriction,DIETARY_LIMIT,
disease,DIS_TYPE,
disease,PRIMARY_DIS,
disease,DISEASE_CODE,
disease_details,DIS_DESC,
disease_details,DIS_DETAIL,
disease_response_orr,OBJECT_RESPONSE,
disease_response_pfs,PROG_FREE_SURV,
disease_response_pfs_month,PFS_MO,yes
disease_response_pfs_month,PFS_MONTH,yes
disease_response_recist,RECIST_RESP,
disease_response_recist,RECIST_STATUS,
feces_phenotype,STOOL_PHENO,
fmt_id,FMT_DONOR_ID,
fmt_role,FMT_DONOR_ROLE,
neonatal_birth_weight,BIRTH_WT,yes
neonatal_birth_weight,BIRTH_WEIGHT_G,yes
neonatal_delivery_procedure,DELIVERY_TYPE,
neonatal_feeding_method,FEED_TYPE,
neonatal_gestational_age,GEST_AGE,yes
neonatal_gestational_age,GESTATIONAL_WK,yes
neonatal_preterm_birth,PRETERM_FLAG,
obgyn_birth_control,BC_STATUS,
obgyn_lactating,LACTATING_FLAG,
obgyn_lactating,LACTATION_STATUS,
obgyn_menopause,MENOPAUSE_STATUS,
obgyn_menopause,MENOPAUSAL_FLAG,
obgyn_pregnancy,PREGNANT_FLAG,
smoker,SMOKER_STATUS,
smoker,SMOKING_HIST,
treatment,TX_TYPE,
treatment,TREATMENT_CAT,
treatment,TRTMT_NAME,
tumor_staging_tnm,TNM_STATUS,
biomarker_unit,BIOMARKER_UOM,
biomarker_value,MARKER_VAL,yes
biomarker_value,BIOMARKER_RESULT,yes
disease_response_os,OS_MO,yes
disease_response_os,OVERALL_SURV_MO,yes
disease_response_os_unit,SURV_TIME_UNIT,
ecog_performance_status,ECOG,
ecog_performance_status,PERFORMANCE_STAT,
feces_phenotype_value,STOOL_TYPE_VAL,
feces_phenotype_value,FECES_PHENO_CODE,
tumor_size_measurement,TUMOR_SIZE_MM,yes
tumor_size_measurement,TUM_DIMEN_MM,yes
tumor_size_residual_measurement,RESIDUAL_TUM_MM,
tumor_size_residual_measurement,POST_TX_TUM_SZ,
uncurated_metadata,UNCURATED_DATA,
host_species,HOST_ORGANISM,
body_site,DIAGNOSIS_CANCER_LOC_BRAIN,
body_site,DIAGNOSIS_CANCER_LOC_LUNG,
body_site,DIAGNOSIS_CANCER_LOC_LIVER,
body_site,DIAGNOSIS_CANCER_LOC_BONE,
body_site,DIAGNOSIS_CANCER_LOC_SKIN,
body_site,DIAGNOSIS_CANCER_LOC_LYMPH_NODE,
body_site,DIAGNOSIS_CANCER_LOC_OVARY,
body_site,DIAGNOSIS_CANCER_LOC_BREAST,
body_site,METS_BRAIN,
body_site,METS_LUNG,
body_site,METS_LIVER,
body_site,TUMOR_LOC_PANCREAS,
body_site,ANYTIME_CANCER_LOC_PROSTATE,
ancestry,HISPANIC,
ancestry,AFRICAN_AMERICAN,
ancestry,CAUCASIAN,
ancestry,ASIAN,
ancestry,NATIVE_AMERICAN,
ancestry,PACIFIC_ISLANDER,
ancestry,MIDDLE_EASTERN,
ancestry_details,ANCESTRY_SUBGROUP_MEXICAN,
ancestry_details,ANCESTRY_SUBGROUP_PUERTO_RICAN,
ancestry_details,ANCESTRY_SUBGROUP_CUBAN,
ancestry_details,ANCESTRY_SUBGROUP_YORUBA,
ancestry_details,ANCESTRY_SUBGROUP_CHINESE,
ancestry_details,ANCESTRY_SUBGROUP_JAPANESE,
ancestry_details,ANCESTRY_SUBGROUP_SOUTH_ASIAN,
sex,INCIDENTAL_PROSTATE_CANCER,
sex,CERVIX_SUV_RESULTS,
sex,OVARIAN_STATUS,
disease,FATTY_LIVER_DISEASE,
disease,CNS_DISEASE,
disease,EXTRANODAL_DISEASE,
disease,DIABETES_DIAGNOSIS_INDICATOR,
disease,HYPERTENSION_DIAGNOSIS,
disease,CARDIOVASCULAR_DISEASE,
disease,CHRONIC_KIDNEY_DISEASE,
disease,INFLAMMATORY_BOWEL_DISEASE,
disease,CELIAC_DISEASE,
disease,RHEUMATOID_ARTHRITIS,
lifestyle,SMOKER_CURRENT,
lifestyle,SMOKER_FORMER,
lifestyle,ALCOHOL_USE_CURRENT,
lifestyle,ALCOHOL_USE_HEAVY,
lifestyle,WESTERNIZED_DIET,
treatment,CARBOPLATIN,
treatment,CISPLATIN,
treatment,PEMBROLIZUMAB,
treatment,NIVOLUMAB,
treatment,TRASTUZUMAB,
treatment,FOLFOX,
treatment,CAPECITABINE,
treatment,RADIATION_THERAPY,
treatment,IMMUNOTHERAPY,
treatment,CHEMOTHERAPY,
treatment,TARGETED_THERAPY,
treatment,HORMONE_THERAPY,
treatment,ADJUVANT_CHEMO,
treatment,NEOADJUVANT_CHEMOTHERAPY,
treatment,ADJUVANT_RADIATION_THERAPY,
treatment,ADC_THERAPY,
treatment,HAD_SURGERY,
neonatal_delivery_procedure,VAGINAL_DELIVERY,
neonatal_delivery_procedure,CESAREAN_SECTION,
neonatal_delivery_procedure,ASSISTED_VAGINAL_DELIVERY,
neonatal_feeding_method,BREAST_FED,
neonatal_feeding_method,FORMULA_FED,
neonatal_feeding_method,MIXED_FED,
neonatal_preterm_birth,PRETERM_BIRTH_INDICATOR,
obgyn_pregnancy,PREGNANT_AT_BASELINE,
obgyn_pregnancy,PREGNANCY_TRIMESTER_FIRST,
obgyn_pregnancy,PREGNANCY_TRIMESTER_SECOND,
obgyn_pregnancy,PREGNANCY_TRIMESTER_THIRD,
obgyn_birth_control,ORAL_CONTRACEPTIVE_USE,
obgyn_birth_control,IUD_USE,
obgyn_birth_control,HORMONAL_CONTRACEPTIVE_USE,
obgyn_lactating,LACTATING_AT_BASELINE,
obgyn_menopause,POSTMENOPAUSAL_STATUS,
obgyn_menopause,MENOPAUSAL_TRANSITION,
antibiotics_current_use,ANTIBIOTIC_USE_CURRENT,
antibiotics_current_use,ANTIBIOTIC_USE_SYSTEMIC,
antibiotics_current_use,ANTIBIOTIC_USE_TOPICAL,
dietary_restriction,VEGAN_DIET,
dietary_restriction,VEGETARIAN_DIET,
dietary_restriction,GLUTEN_FREE_DIET,
dietary_restriction,LOW_FODMAP_DIET,
neonatal_preterm_birth,GESTATIONAL_AGE_PRETERM,
study_name,STUDY_IDENTIFIER,
study_name,RESEARCH_STUDY_NAME,
subject_id,PATIENT_NUMBER,
sample_id,BIOSPECIMEN_ID,
curator,DATA_CURATOR_NAME,
curator,CURATION_SPECIALIST,
pmid,PMID_REFERENCE,yes
subcohort,COHORT_STRATIFICATION,
subcohort,SUBCOHORT_ASSIGNMENT,
target_condition,DISEASE_OF_INTEREST,
control,CONTROL_GROUP_STATUS,
country,COUNTRY_OF_RESIDENCE,
country,ENROLLMENT_COUNTRY,
body_site,ANATOMICAL_SITE,
body_site,COLLECTION_SITE,
body_site_details,BODY_SITE_SPECIFICATION,
body_site_details,ANATOMICAL_LOCATION_DETAILS,
days_from_first_collection,DAYS_SINCE_INITIAL_SAMPLE,yes
days_from_first_collection,TIME_FROM_BASELINE_SAMPLE,yes
lifestyle,LIFESTYLE_CHARACTERISTICS,
location,SAMPLING_LOCATION,
probing_pocket_depth,PPD_MEASUREMENT,
westernized,WESTERNIZED_LIFESTYLE,
westernized,WESTERN_DIET_EXPOSURE,
antibiotics_exclusion_period,ANTIBIOTIC_WASHOUT_DAYS,yes
antibiotics_exclusion_period,DAYS_SINCE_LAST_ANTIBIOTIC,yes
antibiotics_exclusion_period_unit,ANTIBIOTIC_WASHOUT_UNIT,
probing_pocket_depth_value,PPD_VALUE_MM,
probing_pocket_depth_value,POCKET_DEPTH_NUMERIC,
dna_extraction_kit,EXTRACTION_KIT_NAME,
ncbi_accession,NCBI_ACCESSION_NUMBER,
ncbi_accession,SEQUENCE_ACCESSION,
sequencing_platform,SEQUENCER_TYPE,
sequencing_platform,SEQUENCING_TECHNOLOGY,
age,PARTICIPANT_AGE,yes
age,SUBJECT_AGE_AT_BASELINE,yes
age_group,AGE_STRATIFICATION,
age_unit,AGE_UNIT_DESCRIPTOR,
age_unit,TIME_UNIT_FOR_AGE,
ancestry,ANCESTRY_CATEGORY,
ancestry,ETHNIC_BACKGROUND,
ancestry_details,ANCESTRY_SPECIFICATION,
ancestry_details,ETHNIC_ORIGIN_DETAILS,
family_role,FAMILIAL_ROLE,
sex,ASSIGNED_SEX,
zigosity,ZYGOSITY_STATUS,
zigosity,TWIN_ZYGOSITY,
age_min,MINIMUM_AGE_YEARS,yes
age_min,AGE_RANGE_LOWER_BOUND,yes
age_max,MAXIMUM_AGE_YEARS,yes
age_max,AGE_RANGE_UPPER_BOUND,yes
age_years,PARTICIPANT_AGE_YEARS,yes
antibiotics_current_use,ACTIVE_ANTIBIOTIC_THERAPY,
dietary_restriction,DIETARY_RESTRICTION_TYPE,
dietary_restriction,FOOD_RESTRICTION,
disease,PRIMARY_DISEASE,
disease,DISEASE_DIAGNOSIS,
disease_details,DISEASE_SPECIFICATION,
disease_response_orr,ORR_ASSESSMENT,
disease_response_recist,RECIST_CLASSIFICATION,
feces_phenotype,FECAL_PHENOTYPE_TYPE,
fmt_role,FMT_PARTICIPANT_ROLE,
neonatal_birth_weight,BIRTH_WEIGHT_GRAMS,yes
neonatal_birth_weight,NEONATAL_WEIGHT_AT_DELIVERY,yes
neonatal_feeding_method,INFANT_FEEDING_TYPE,
neonatal_feeding_method,NEONATAL_FEEDING_CATEGORY,
neonatal_gestational_age,GESTATIONAL_AGE_WEEKS,yes
neonatal_gestational_age,GESTATIONAL_AGE_AT_BIRTH,yes
neonatal_preterm_birth,PRETERM_BIRTH_STATUS,
neonatal_preterm_birth,PREMATURITY_INDICATOR,
obgyn_birth_control,BIRTH_CONTROL_METHOD,
obgyn_lactating,BREASTFEEDING_STATUS,
obgyn_menopause,MENOPAUSAL_STATE,
obgyn_pregnancy,PREGNANT_INDICATOR,
treatment,THERAPY_RECEIVED,
treatment,TREATMENT_MODALITY,
treatment,FIRST_LINE_TREATMENT,
treatment,SECOND_LINE_TREATMENT,
treatment,ADJUVANT_THERAPY,
treatment,NEOADJUVANT_THERAPY,
treatment,MAINTENANCE_THERAPY,
treatment,INDUCTION_THERAPY,
treatment,CONCURRENT_THERAPY,
treatment,CONSOLIDATION_THERAPY,
treatment,SALVAGE_THERAPY,
treatment,PRIOR_TREATMENT_HISTORY,
treatment,RECEIVED_CHEMOTHERAPY,
treatment,UNDERWENT_RADIATION,
treatment,EXPOSED_TO_IMMUNOTHERAPY,
treatment,TREATMENT_NAIVE_STATUS,
treatment,LINE_OF_THERAPY,
tumor_staging_ajcc,AJCC_STAGING_VERSION,
biomarker_name,BIOMARKER_TYPE,
disease_response_os,OVERALL_SURVIVAL_MONTHS,yes
disease_response_os,OS_TIME_VALUE,yes
disease_response_os_unit,OS_TIME_UNIT,
feces_phenotype_value,FECAL_PHENOTYPE_NUMERIC,
tumor_size_measurement,PRIMARY_TUMOR_SIZE,yes
tumor_size_measurement,TUMOR_DIAMETER_MEASUREMENT,yes
tumor_size_residual_measurement,POST_TREATMENT_TUMOR_MEASUREMENT,
uncurated_metadata,RAW_METADATA_FIELD,
uncurated_metadata,UNMAPPED_COLUMN_VALUE,
host_species,ORGANISM_SPECIES,
host_species,SUBJECT_SPECIES,
study_name,PRD_STUDY_NAME,
study_name,CRDB_STUDY_IDENTIFIER,
study_name,TCGA_PROJECT_ID,
subject_id,MSK_PATIENT_ID,
subject_id,GDC_CASE_ID,
subject_id,CLIN_SUBJECT_IDENTIFIER,
sample_id,NGS_SAMPLE_ACCESSION,
sample_id,CRDB_SPECIMEN_ID,
sample_id,TCGA_SAMPLE_BARCODE,
curator,CURATED_BY_ANALYST,
curator,PATH_REVIEWED_BY,
pmid,REPORTED_PMID,yes
pmid,ICD_LITERATURE_ID,yes
subcohort,PRD_COHORT_NAME,
subcohort,CRDB_STUDY_ARM,
subcohort,DERIVED_SUBCOHORT_CLASSIFICATION,
target_condition,CLIN_PRIMARY_DIAGNOSIS,
target_condition,ICD_O_MORPHOLOGY_CODE,
target_condition,INFERRED_CONDITION_STATUS,
control,CTRL_YN,
control,CONTROL_GROUP_INDICATOR,
country,GDC_COUNTRY_OF_ORIGIN,
country,CLIN_COUNTRY,
body_site,TUMOR_SITE_PATIENT,
body_site,CRDB_ANATOMIC_SITE,
body_site,MSK_BODY_LOCATION,
body_site_details,TUMOR_SITE_SAMPLE,
body_site_details,ANATOMIC_SITE_CONDENSED,
body_site_details,CANCER.LOCATION_DETAILED,
days_from_first_collection,CALC_DAYS_SINCE_BASELINE,yes
days_from_first_collection,DERIVED_COLLECTION_INTERVAL_DAYS,yes
lifestyle,PRD_LIFESTYLE_CATEGORY,
lifestyle,SELF_REPORTED_LIFESTYLE_STATUS,
location,CLIN_COLLECTION_SITE,
location,CRDB_INSTITUTION_CODE,
probing_pocket_depth,MEASURED_PPD_MM,
probing_pocket_depth,PATH_POCKET_DEPTH_VALUE,
westernized,DIET_WESTERNIZED_YN,
antibiotics_exclusion_period,DERIVED_ANTIBIOTICS_WASHOUT_DAYS,yes
antibiotics_exclusion_period,CRDB_ABXWASH_DAYS,yes
probing_pocket_depth_value,INFERRED_PPD_MEASUREMENT_MM,
dna_extraction_kit,NGS_DNA_KIT_NAME,
dna_extraction_kit,CRDB_EXTRACTION_METHOD,
ncbi_accession,GDC_NCBI_ACCESSION,
ncbi_accession,REPORTED_SRA_ACCESSION,
sequencing_platform,NGS_SEQUENCER_MODEL,
sequencing_platform,TCGA_PLATFORM_CODE,
age,CLIN_AGE_AT_BASELINE,yes
age,CALC_AGE_YEARS,yes
age,PRD_REPORTED_AGE,yes
age_group,DERIVED_AGE_CATEGORY,
age_group,INFERRED_AGE_STRATIFICATION,
ancestry,CRDB_REPORTED_ANCESTRY,
ancestry,SELF_REPORTED_ANCESTRY_GROUP,
ancestry_details,ANCESTRY_DETAILS_CURATED,
family,FAMILY_ID_CODE,
family_role,FAMILY_RELATIONSHIP_TO_PROBAND,
sex,CLIN_BIOLOGICAL_SEX,
sex,REPORTED_GENDER,
zigosity,CALC_ZYGOSITY_STATUS,
age_min,AGE_IN_DAYS_MIN,yes
age_min,CRDB_AGE_AT_ENROLLMENT_MINIMUM,yes
age_max,AGE_IN_DAYS_MAX,yes
age_max,CRDB_AGE_AT_LAST_FOLLOWUP_MAXIMUM,yes
age_years,AGE_YRS,yes
age_years,CLIN_AGE_AT_DIAGNOSIS,yes
antibiotics_current_use,CURRENT_ANTIBIOTICS_YN,
bmi,CALC_BMI_KG_M2,yes
bmi,PRD_BODY_MASS_INDEX,yes
dietary_restriction,SELF_REPORTED_DIETARY_RESTRICTION,
disease,ICD_DISEASE_CODE,
disease,CLIN_DIAGNOSIS_PRIMARY,
disease_details,DISEASE_DETAILS_CURATED,
disease_details,ICD_O_HISTOLOGY_EXPANDED,
disease_response_orr,TUMOR_RESPONSE_ORR_INDICATOR,
disease_response_pfs,PFS_EVENT_FLAG,
disease_response_pfs_month,DERIVED_PFS_MONTHS,yes
disease_response_pfs_month,TCGA_PROGRESSION_FREE_SURVIVAL_MO,yes
disease_response_recist,RECIST_RESPONSE_CATEGORY,
feces_phenotype,MICROBIOME_PHENOTYPE_CLASSIFICATION,
fmt_id,FMT_DONOR_IDENTIFIER,
fmt_role,FMT_RECIPIENT_STATUS,
hla,HLA_ALLELE_TYPING,
neonatal_birth_weight,NEONATAL_BWT_KG,yes
neonatal_delivery_procedure,DELIVERY_METHOD_CATEGORY,
neonatal_feeding_method,FEEDING_TYPE_AT_BASELINE,
neonatal_gestational_age,CALC_GA_IN_DAYS,yes
neonatal_preterm_birth,PRETERM_BIRTH_YN,
