field_name,source,is_numeric_field
OS_STATUS,survival_event_flag,
PATIENT_DISPLAY_NAME,patient_name,
PATIENT_DISPLAY_NAME,pt_name,
PATIENT_DISPLAY_NAME,PATIENT_FULL_NAME,
PATIENT_DISPLAY_NAME,subject_name,
PATIENT_DISPLAY_NAME,name_patient,
PATIENT_DISPLAY_NAME,patient_label,
PATIENT_DISPLAY_NAME,patient_identifier_name,
PATIENT_DISPLAY_NAME,PATIENT.DISPLAY_NAME,
PATIENT_DISPLAY_NAME,display_name_patient,
PATIENT_DISPLAY_NAME,patient_display,
PATIENT_ID,patient_identifier,
PATIENT_ID,PATIENT_ID_CODE,
PATIENT_ID,pt_id,
PATIENT_ID,subject_id,
PATIENT_ID,PATIENT.ID,
PATIENT_ID,patient_key,
PATIENT_ID,participant_id,
PATIENT_ID,case_id,
PATIENT_ID,patient_study_id,
PATIENT_ID,id_patient,
PATIENT_ID,patient_number,
SEX,patient_sex,
SEX,sex_at_birth,
SEX,biological_sex,
SEX,SEX_CODE,
SEX,pt_sex,
SEX,subject_sex,
SEX,sex_assignment,
SEX,gender_sex,
SEX,sex_reported,
SEX,assigned_sex,
TUMOR_SITE,tumor_location,
TUMOR_SITE,primary_tumor_site,
TUMOR_SITE,TUMOR_SITE_CODE,
TUMOR_SITE,cancer_site,
TUMOR_SITE,anatomic_site,
TUMOR_SITE,site_tumor,
TUMOR_SITE,TUMOR.SITE,
TUMOR_SITE,primary_site_tumor,
TUMOR_SITE,tumor_anatomic_location,
TUMOR_SITE,tumor_body_site,
ASCN.CCF_EXPECTED_COPIES,ccf_expected_copies,yes
ASCN.CCF_EXPECTED_COPIES,expected_copies_ccf,yes
ASCN.CCF_EXPECTED_COPIES,ASCN_CCF_EXPECTED_COPIES,yes
ASCN.CCF_EXPECTED_COPIES,expected_ccf_copies,yes
ASCN.CCF_EXPECTED_COPIES,ccf_expected_copy_number,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,ccf_expected_copies_upper,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,expected_copies_ccf_upper,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,ASCN_CCF_EXPECTED_COPIES_UPPER,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,ccf_expected_copies_max,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,ccf_upper_bound_copies,yes
ASCN.EXPECTED_ALT_COPIES,expected_alt_copies,yes
ASCN.EXPECTED_ALT_COPIES,alt_copies_expected,yes
ASCN.EXPECTED_ALT_COPIES,ASCN_EXPECTED_ALT_COPIES,yes
ASCN.EXPECTED_ALT_COPIES,expected_alternate_copies,yes
ASCN.EXPECTED_ALT_COPIES,alt_expected_copy_number,yes
CANCER_TYPE,cancer_type_code,
CANCER_TYPE,CANCER_TYPE,
CANCER_TYPE,cancer_classification,
CANCER_TYPE,primary_cancer_type,
CANCER_TYPE,cancer_type_primary,
CANCER_TYPE,type_cancer,
CANCER_TYPE,malignancy_type,
CANCER_TYPE,disease_type,
CANCER_TYPE,cancer_diagnosis_type,
CANCER_TYPE_DETAILED,cancer_type_detailed_description,
CANCER_TYPE_DETAILED,CANCER_TYPE_DETAILED,
CANCER_TYPE_DETAILED,detailed_cancer_type,
CANCER_TYPE_DETAILED,cancer_type_specific,
CANCER_TYPE_DETAILED,cancer_histology_type,
CANCER_TYPE_DETAILED,detailed_cancer_diagnosis,
CANCER_TYPE_DETAILED,cancer_type_detail,
CANCER_TYPE_DETAILED,type_cancer_detailed,
CANCER_TYPE_DETAILED,cancer_diagnosis_detailed,
DRIVER_MUTATIONS,driver_mutation_list,
DRIVER_MUTATIONS,driver_genes,
DRIVER_MUTATIONS,DRIVER_MUTATIONS,
DRIVER_MUTATIONS,driver_mutation_flag,
DRIVER_MUTATIONS,driver_mutation_genes,
DRIVER_MUTATIONS,driver_mutation_status,
DRIVER_MUTATIONS,mutations_driver,
DRIVER_MUTATIONS,driver_events,
DRIVER_MUTATIONS,gene_driver_mutations,
ERG_FUSION_ACGH,erg_fusion_by_acgh,
ERG_FUSION_ACGH,ERG_FUSION_ACGH,
ERG_FUSION_ACGH,erg_acgh_fusion,
ERG_FUSION_ACGH,acgh_erg_fusion,
ERG_FUSION_ACGH,erg_fusion_acgh_status,
ERG_FUSION_ACGH,acgh_detected_erg_fusion,
ERG_FUSION_ACGH,erg_rearrangement_acgh,
ETS_RAF_SPINK1_STATUS,ets_raf_spink1_status,
ETS_RAF_SPINK1_STATUS,ets_raf_spink1_genotype,
ETS_RAF_SPINK1_STATUS,ets_raf_spink1_fusion_status,
ETS_RAF_SPINK1_STATUS,status_ets_raf_spink1,
ETS_RAF_SPINK1_STATUS,raf_ets_spink1_status,
ETS_RAF_SPINK1_STATUS,spink1_ets_raf_fusion,
GLEASON_SCORE,gleason_score_value,yes
GLEASON_SCORE,GLEASON_SCORE,yes
GLEASON_SCORE,gleason_grade,yes
GLEASON_SCORE,gleason_sum,yes
GLEASON_SCORE,gleason_grading_score,yes
GLEASON_SCORE,score_gleason,yes
GLEASON_SCORE,gleason_score_primary_secondary,yes
GLEASON_SCORE,gleason_biopsy_score,yes
GLEASON_SCORE,primary_gleason_score,yes
HISTOLOGY,tumor_histology,
HISTOLOGY,HISTOLOGY,
HISTOLOGY,histological_type,
HISTOLOGY,histology_code,
HISTOLOGY,tumor_histological_type,
HISTOLOGY,histology_description,
HISTOLOGY,HISTOLOGY_TYPE,
HISTOLOGY,pathologic_histology,
HISTOLOGY,histologic_classification,
KNOWN_MOLECULAR_CLASSIFIER,molecular_classifier,
KNOWN_MOLECULAR_CLASSIFIER,KNOWN_MOLECULAR_CLASSIFIER,
KNOWN_MOLECULAR_CLASSIFIER,known_classifier,
KNOWN_MOLECULAR_CLASSIFIER,molecular_classification,
KNOWN_MOLECULAR_CLASSIFIER,classifier_molecular_known,
KNOWN_MOLECULAR_CLASSIFIER,molecular_subtype_classifier,
KNOWN_MOLECULAR_CLASSIFIER,genomic_classifier_known,
SERUM_PSA,psa_level,yes
SERUM_PSA,SERUM_PSA,yes
SERUM_PSA,psa_serum,yes
SERUM_PSA,serum_psa_value,yes
SERUM_PSA,psa_ng_ml,yes
SERUM_PSA,prostate_specific_antigen,yes
SERUM_PSA,psa_measurement,yes
SERUM_PSA,baseline_psa,yes
SERUM_PSA,psa_blood_test,yes
TMPRSS2_ERG_FUSION_STATUS,tmprss2_erg_fusion_status,
TMPRSS2_ERG_FUSION_STATUS,tmprss2_erg_status,
TMPRSS2_ERG_FUSION_STATUS,tmprss2_erg_fusion,
TMPRSS2_ERG_FUSION_STATUS,erg_tmprss2_fusion_status,
TMPRSS2_ERG_FUSION_STATUS,fusion_status_tmprss2_erg,
TMPRSS2_ERG_FUSION_STATUS,tmprss2_erg_gene_fusion,
TUMOR_GRADE,tumor_grade_code,
TUMOR_GRADE,TUMOR_GRADE,
TUMOR_GRADE,grade_tumor,
TUMOR_GRADE,tumor_grading,
TUMOR_GRADE,grade_pathologic,
TUMOR_GRADE,pathologic_grade,
TUMOR_GRADE,histologic_grade,
TUMOR_GRADE,tumor_differentiation_grade,
TUMOR_GRADE,WHO_grade,
TUMOR_STAGE_2009,tumor_stage_2009,
TUMOR_STAGE_2009,stage_2009_tumor,
TUMOR_STAGE_2009,stage_tumor_2009,
TUMOR_STAGE_2009,ajcc_stage_2009,
TUMOR_STAGE_2009,cancer_stage_2009,
TUMOR_STAGE_2009,2009_tumor_stage,
TUMOR_STAGE_2009,staging_2009,
TUMOR_STAGE_2009,tnm_stage_2009,
METASTATIC_SITE,metastasis_site,
METASTATIC_SITE,METASTATIC_SITE,
METASTATIC_SITE,site_metastatic,
METASTATIC_SITE,metastatic_location,
METASTATIC_SITE,metastasis_location,
METASTATIC_SITE,distant_metastasis_site,
METASTATIC_SITE,site_distant_metastasis,
METASTATIC_SITE,organ_metastatic,
METASTATIC_SITE,metastatic_organ,
PRIMARY_SITE,primary_cancer_site,
PRIMARY_SITE,PRIMARY_SITE,
PRIMARY_SITE,site_primary,
PRIMARY_SITE,primary_anatomic_site,
PRIMARY_SITE,anatomic_site_primary,
PRIMARY_SITE,primary_tumor_location,
PRIMARY_SITE,tumor_primary_site,
PRIMARY_SITE,primary_site_code,
PRIMARY_SITE,site_primary_tumor,
SAMPLE_CLASS,sample_classification,
SAMPLE_CLASS,SAMPLE_CLASS,
SAMPLE_CLASS,sample_class_code,
SAMPLE_CLASS,class_sample,
SAMPLE_CLASS,specimen_class,
SAMPLE_CLASS,sample_category,
SAMPLE_CLASS,sample_type_class,
SAMPLE_CLASS,sample_material_class,
SAMPLE_DISPLAY_NAME,sample_name,
SAMPLE_DISPLAY_NAME,SAMPLE_DISPLAY_NAME,
SAMPLE_DISPLAY_NAME,sample_display,
SAMPLE_DISPLAY_NAME,display_name_sample,
SAMPLE_DISPLAY_NAME,sample_identifier_name,
SAMPLE_DISPLAY_NAME,sample_label,
SAMPLE_DISPLAY_NAME,sample_specimen_name,
SAMPLE_ID,sample_identifier,
SAMPLE_ID,SAMPLE_ID,
SAMPLE_ID,sample_id_code,
SAMPLE_ID,id_sample,
SAMPLE_ID,specimen_id,
SAMPLE_ID,sample_number,
SAMPLE_ID,aliquot_id,
SAMPLE_ID,sample_key,
SAMPLE_ID,specimen_identifier,
SAMPLE_TYPE,sample_type_code,
SAMPLE_TYPE,SAMPLE_TYPE,
SAMPLE_TYPE,type_sample,
SAMPLE_TYPE,sample_material_type,
SAMPLE_TYPE,material_type_sample,
SAMPLE_TYPE,tissue_sample_type,
SAMPLE_TYPE,sample_specimen_type,
SAMPLE_TYPE,biospecimen_type,
SAMPLE_TYPE,specimen_tissue_type,
TUMOR_TISSUE_SITE,tumor_tissue_location,
TUMOR_TISSUE_SITE,TUMOR_TISSUE_SITE,
TUMOR_TISSUE_SITE,tissue_site_tumor,
TUMOR_TISSUE_SITE,tissue_tumor_site,
TUMOR_TISSUE_SITE,site_tissue_tumor,
TUMOR_TISSUE_SITE,anatomic_tissue_site,
TUMOR_TISSUE_SITE,tumor_biopsy_site,
TUMOR_TYPE,tumor_type_code,
TUMOR_TYPE,TUMOR_TYPE,
TUMOR_TYPE,type_tumor,
TUMOR_TYPE,tumor_classification,
TUMOR_TYPE,classification_tumor,
TUMOR_TYPE,tumor_histology_type,
TUMOR_TYPE,histology_tumor_type,
TUMOR_TYPE,tumor_pathologic_type,
AGENT,therapeutic_agent,
AGENT,AGENT,
AGENT,treatment_agent,
AGENT,agent_name,
AGENT,medication_agent,
AGENT,agent_code,
AGENT,drug_agent,
AGENT,pharmaceutical_agent,
AGENT,agent_therapeutic,
AGENT_CLASS,agent_class_code,
AGENT_CLASS,AGENT_CLASS,
AGENT_CLASS,class_agent,
AGENT_CLASS,therapeutic_agent_class,
AGENT_CLASS,drug_class,
AGENT_CLASS,medication_class,
AGENT_CLASS,agent_classification,
AGENT_CLASS,therapy_class,
DIAGNOSTIC_TYPE,diagnostic_type_code,
DIAGNOSTIC_TYPE,DIAGNOSTIC_TYPE,
DIAGNOSTIC_TYPE,type_diagnostic,
DIAGNOSTIC_TYPE,diagnostic_category,
DIAGNOSTIC_TYPE,assay_type,
DIAGNOSTIC_TYPE,test_type_diagnostic,
DIAGNOSTIC_TYPE,diagnostic_test_type,
DIAGNOSTIC_TYPE_DETAILED,diagnostic_type_detailed_description,
DIAGNOSTIC_TYPE_DETAILED,DIAGNOSTIC_TYPE_DETAILED,
DIAGNOSTIC_TYPE_DETAILED,detailed_diagnostic_type,
DIAGNOSTIC_TYPE_DETAILED,diagnostic_type_specific,
DIAGNOSTIC_TYPE_DETAILED,diagnostic_assay_type_detailed,
DIAGNOSTIC_TYPE_DETAILED,diagnostic_method_detailed,
EVENT_TYPE,event_type_code,
EVENT_TYPE,EVENT_TYPE,
EVENT_TYPE,type_event,
EVENT_TYPE,event_classification,
EVENT_TYPE,clinical_event_type,
EVENT_TYPE,event_category,
EVENT_TYPE,event_type_name,
SPECIMEN_SITE,specimen_collection_site,
SPECIMEN_SITE,SPECIMEN_SITE,
SPECIMEN_SITE,site_specimen,
SPECIMEN_SITE,specimen_anatomic_site,
SPECIMEN_SITE,specimen_location,
SPECIMEN_SITE,site_specimen_collection,
SPECIMEN_SITE,collection_site_specimen,
SPECIMEN_TYPE,specimen_type_code,
SPECIMEN_TYPE,SPECIMEN_TYPE,
SPECIMEN_TYPE,type_specimen,
SPECIMEN_TYPE,specimen_material_type,
SPECIMEN_TYPE,material_type_specimen,
SPECIMEN_TYPE,tissue_specimen_type,
SPECIMEN_TYPE,biospecimen_specimen_type,
START_DATE,start_date_value,yes
START_DATE,START_DATE,yes
START_DATE,date_start,yes
START_DATE,start_date_iso,yes
START_DATE,event_start_date,yes
START_DATE,treatment_start_date,yes
START_DATE,date_treatment_started,yes
START_DATE,initiation_date,yes
STATUS,status_code,
STATUS,STATUS,
STATUS,current_status,
STATUS,status_value,
STATUS,record_status,
STATUS,status_indicator,
STATUS,status_flag,
STOP_DATE,stop_date_value,yes
STOP_DATE,STOP_DATE,yes
STOP_DATE,date_stop,yes
STOP_DATE,stop_date_iso,yes
STOP_DATE,event_stop_date,yes
STOP_DATE,treatment_stop_date,yes
STOP_DATE,date_treatment_stopped,yes
STOP_DATE,end_date,yes
STYLE_COLOR,color_style,
STYLE_COLOR,STYLE_COLOR,
STYLE_COLOR,style_color_code,
STYLE_COLOR,color_code,
STYLE_COLOR,display_color,
STYLE_COLOR,visualization_color,
STYLE_COLOR,color_display,
STYLE_SHAPE,shape_style,
STYLE_SHAPE,STYLE_SHAPE,
STYLE_SHAPE,style_shape_code,
STYLE_SHAPE,shape_code,
STYLE_SHAPE,display_shape,
STYLE_SHAPE,visualization_shape,
STYLE_SHAPE,shape_display,
SUBTYPE,subtype_code,
SUBTYPE,SUBTYPE,
SUBTYPE,type_sub,
SUBTYPE,subtype_classification,
SUBTYPE,SUBTYPE.TYPE,
SUBTYPE,molecular_subtype,
SUBTYPE,cancer_subtype,
SUBTYPE,disease_subtype,
SUBTYPE,subtype_category,
TEST,test_name,
TEST,TEST,
TEST,test_code,
TEST,test_type,
TEST,laboratory_test,
TEST,test_procedure,
TEST,diagnostic_test,
TEST,clinical_test,
TL_PATIENT_ID,timeline_patient_id,
TL_PATIENT_ID,TL_PATIENT_ID,
TL_PATIENT_ID,patient_id_timeline,
TL_PATIENT_ID,timeline_pt_id,
TL_PATIENT_ID,tl_pt_id,
TL_PATIENT_ID,patient_id_tl,
TL_RESULT,timeline_result,
TL_RESULT,TL_RESULT,
TL_RESULT,result_timeline,
TL_RESULT,timeline_result_value,
TL_RESULT,tl_result_value,
TL_RESULT,result_tl,
TL_SAMPLE_ID,timeline_sample_id,
TL_SAMPLE_ID,TL_SAMPLE_ID,
TL_SAMPLE_ID,sample_id_timeline,
TL_SAMPLE_ID,timeline_specimen_id,
TL_SAMPLE_ID,sample_id_tl,
TL_SOURCE,timeline_source,
TL_SOURCE,TL_SOURCE,
TL_SOURCE,source_timeline,
TL_SOURCE,timeline_source_value,
TL_SOURCE,tl_source_system,
TL_SOURCE,data_source_timeline,
TREATMENT_TYPE,treatment_type_code,
TREATMENT_TYPE,TREATMENT_TYPE,
TREATMENT_TYPE,type_treatment,
TREATMENT_TYPE,treatment_classification,
TREATMENT_TYPE,therapy_type,
TREATMENT_TYPE,treatment_category,
TREATMENT_TYPE,treatment_modality,
AGE,AGE_YRS,yes
AGE,AGE_AT_ENROLLMENT,yes
DFS_MONTHS,DFS_MOS,yes
DFS_MONTHS,DFS_DUR,yes
DFS_STATUS,DFS_STAT,
DFS_STATUS,RECURRENCE_STAT,
GENDER,SEX_TYP,
GENDER,GENDER_CATEGORY,
OS_MONTHS,OS_MOS,yes
OS_MONTHS,OS_DUR,yes
OS_STATUS,OS_STAT,
OS_STATUS,VITAL_STAT,
PATIENT_DISPLAY_NAME,SUBJ_IDENTIFIER,
PATIENT_ID,PAT_NUM,
SEX,SEX_TYP,
SEX,GENDER_CATEGORY,
TUMOR_SITE,TUMOR_LOC,
TUMOR_SITE,PRIMARY_LOC,
ASCN.CCF_EXPECTED_COPIES,ASCN_CCF_EXP_COPIES,yes
ASCN.CCF_EXPECTED_COPIES,CCF_COPIES_NUM,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,ASCN_CCF_EXP_COPIES_UPR,yes
ASCN.CCF_EXPECTED_COPIES_UPPER,CCF_COPIES_UPR_NUM,yes
ASCN.EXPECTED_ALT_COPIES,ASCN_ALT_COPIES,yes
ASCN.EXPECTED_ALT_COPIES,ALT_COPIES_CNT,yes
CANCER_TYPE,CA_TYP,
CANCER_TYPE,CANCER_SUBT,
CANCER_TYPE_DETAILED,CA_TYP_DETAILED,
CANCER_TYPE_DETAILED,DX_TYP_DETAILED,
DRIVER_MUTATIONS,DRIVER_MUT,
DRIVER_MUTATIONS,MOLECULAR_DRIVER,
ERG_FUSION_ACGH,ERG_FUSION_STATUS,
ERG_FUSION_ACGH,ERG_FUSION_RESULT,
ETS_RAF_SPINK1_STATUS,ETS_RAF_SPINK_STAT,
ETS_RAF_SPINK1_STATUS,SPINK_STATUS,
GLEASON_SCORE,GLEASON_SCR,yes
GLEASON_SCORE,GRADE_GLEASON,yes
HISTOLOGY,HISTOLOGY_TYP,
HISTOLOGY,HIST_DX,
KNOWN_MOLECULAR_CLASSIFIER,MOL_CLASSIFIER,
KNOWN_MOLECULAR_CLASSIFIER,CLASSIFIER_STATUS,
SERUM_PSA,PSA_LVL,yes
SERUM_PSA,PSA_VALUE,yes
TMPRSS2_ERG_FUSION_STATUS,TMPRSS2_ERG_STAT,
TMPRSS2_ERG_FUSION_STATUS,ERG_FUSION_RESULT,
TUMOR_GRADE,GRADE_TUM,
TUMOR_GRADE,TUM_GRADE_STAT,
TUMOR_STAGE_2009,TUMOR_STAGE_2009_STAT,
TUMOR_STAGE_2009,STAGE_2009,
METASTATIC_SITE,MET_LOC,
METASTATIC_SITE,METS_SITE,
PRIMARY_SITE,PRIMARY_LOC,
PRIMARY_SITE,PRIMARY_TUM_LOC,
SAMPLE_CLASS,SAMP_CLASS,
SAMPLE_DISPLAY_NAME,SAMP_NAME,
SAMPLE_DISPLAY_NAME,SPCMN_ID_DISPLAY,
SAMPLE_ID,SAMP_ID,
SAMPLE_ID,SPECIMEN_NUM,
SAMPLE_TYPE,SAMP_TYP,
SAMPLE_TYPE,SPECIMEN_TYP,
TUMOR_TISSUE_SITE,TUM_TISSUE_LOC,
TUMOR_TISSUE_SITE,TISSUE_ANATOMIC_LOC,
TUMOR_TYPE,TUM_TYP,
TUMOR_TYPE,CANCER_TYP_PRIMARY,
AGENT,DRUG_NAME,
AGENT,TX_AGENT,
AGENT_CLASS,TX_CLASS,
DIAGNOSTIC_TYPE,DX_TYP,
DIAGNOSTIC_TYPE_DETAILED,DX_TYP_DETAILED,
DIAGNOSTIC_TYPE_DETAILED,TEST_CATEGORY,
EVENT_TYPE,EVT_TYP,
EVENT_TYPE,OUTCOME_EVT,
SPECIMEN_SITE,SPEC_LOC,
SPECIMEN_SITE,BIOPSY_LOC,
SPECIMEN_TYPE,SPEC_TYP,
SPECIMEN_TYPE,TISSUE_TYP,
START_DATE,START_DT,yes
START_DATE,BEGIN_DATE,yes
STATUS,STAT,
STATUS,CURRENT_STAT,
STOP_DATE,STOP_DT,yes
SUBTYPE,SUBT,
SUBTYPE,CA_SUBT,
TL_PATIENT_ID,TIMELINE_PT_NUM,
TL_RESULT,TL_RES,
TL_SAMPLE_ID,TL_SAMP_ID,
TL_SAMPLE_ID,TIMELINE_SPECIMEN,
TL_SOURCE,TL_SRC,
TREATMENT_TYPE,TX_TYP,
TREATMENT_TYPE,TRTMT_CATEGORY,
GENDER,INCIDENTAL_PROSTATE_CANCER,
GENDER,CERVIX_SUV_RESULTS,
GENDER,OVARIAN_STATUS,
SEX,INCIDENTAL_PROSTATE_CANCER,
SEX,CERVIX_SUV_RESULTS,
SEX,OVARIAN_STATUS,
TUMOR_SITE,DIAGNOSIS_CANCER_LOC_BRAIN,
TUMOR_SITE,DIAGNOSIS_CANCER_LOC_LUNG,
TUMOR_SITE,DIAGNOSIS_CANCER_LOC_LIVER,
TUMOR_SITE,DIAGNOSIS_CANCER_LOC_BONE,
TUMOR_SITE,DIAGNOSIS_CANCER_LOC_SKIN,
TUMOR_SITE,DIAGNOSIS_CANCER_LOC_LYMPH_NODE,
TUMOR_SITE,DIAGNOSIS_CANCER_LOC_OVARY,
TUMOR_SITE,DIAGNOSIS_CANCER_LOC_BREAST,
METASTATIC_SITE,METS_BRAIN,
METASTATIC_SITE,METS_LUNG,
METASTATIC_SITE,METS_LIVER,
METASTATIC_SITE,METS_BONE,
METASTATIC_SITE,METS_LYMPH_NODE,
METASTATIC_SITE,ANYTIME_CANCER_LOC_BRAIN,
METASTATIC_SITE,ANYTIME_CANCER_LOC_LUNG,
METASTATIC_SITE,ANYTIME_CANCER_LOC_LIVER,
METASTATIC_SITE,ANYTIME_CANCER_LOC_BONE,
PRIMARY_SITE,TUMOR_LOC_BRAIN,
PRIMARY_SITE,TUMOR_LOC_LUNG,
PRIMARY_SITE,TUMOR_LOC_LIVER,
PRIMARY_SITE,TUMOR_LOC_OVARY,
PRIMARY_SITE,TUMOR_LOC_BREAST,
SPECIMEN_SITE,BIOPSY_SITE_BRAIN,
SPECIMEN_SITE,BIOPSY_SITE_LUNG,
SPECIMEN_SITE,BIOPSY_SITE_LIVER,
SPECIMEN_SITE,BIOPSY_SITE_BONE,
SPECIMEN_SITE,BIOPSY_SITE_BREAST,
TUMOR_TISSUE_SITE,TISSUE_SITE_BRAIN,
TUMOR_TISSUE_SITE,TISSUE_SITE_LUNG,
TUMOR_TISSUE_SITE,TISSUE_SITE_LIVER,
SUBTYPE,PAM50_SUBTYPE,
SUBTYPE,CLAUDIN_SUBTYPE,
SUBTYPE,HISTOLOGY_SUBTYPE_ADENOCARCINOMA,
SUBTYPE,HISTOLOGY_SUBTYPE_SQUAMOUS,
SUBTYPE,MOLECULAR_SUBTYPE_LUMINAL,
SUBTYPE,MOLECULAR_SUBTYPE_BASAL,
SUBTYPE,IHC_SUBTYPE_HORMONE_POSITIVE,
SUBTYPE,IHC_SUBTYPE_HER2_POSITIVE,
TREATMENT_TYPE,RADIATION_THERAPY,
TREATMENT_TYPE,IMMUNOTHERAPY,
TREATMENT_TYPE,CHEMOTHERAPY,
TREATMENT_TYPE,TARGETED_THERAPY,
TREATMENT_TYPE,HORMONE_THERAPY,
TREATMENT_TYPE,ADJUVANT_CHEMO,
TREATMENT_TYPE,NEOADJUVANT_CHEMOTHERAPY,
TREATMENT_TYPE,ADJUVANT_RADIATION_THERAPY,
TREATMENT_TYPE,ADC_THERAPY,
TREATMENT_TYPE,HAD_SURGERY,
AGENT,CARBOPLATIN,
AGENT,CISPLATIN,
AGENT,PEMBROLIZUMAB,
AGENT,NIVOLUMAB,
AGENT,TRASTUZUMAB,
AGENT,FOLFOX,
AGENT,CAPECITABINE,
AGENT,DOCETAXEL,
AGENT,PACLITAXEL,
AGENT,5FLUOROURACIL,
CANCER_TYPE,FATTY_LIVER_DISEASE,
CANCER_TYPE,CNS_DISEASE,
CANCER_TYPE,EXTRANODAL_DISEASE,
CANCER_TYPE,DIABETES_DIAGNOSIS_INDICATOR,
CANCER_TYPE,HYPERTENSION_DIAGNOSIS,
HISTOLOGY,ADENOCARCINOMA_SUBTYPE,
HISTOLOGY,SQUAMOUS_CELL_SUBTYPE,
HISTOLOGY,SMALL_CELL_SUBTYPE,
HISTOLOGY,LARGE_CELL_SUBTYPE,
DFS_STATUS,DISEASE_FREE_AT_LAST_FOLLOWUP,
DFS_STATUS,RECURRENCE_REPORTED,
OS_STATUS,ALIVE_AT_LAST_FOLLOWUP,
SAMPLE_TYPE,TUMOR_TISSUE_SAMPLE,
SAMPLE_TYPE,NORMAL_TISSUE_SAMPLE,
SAMPLE_TYPE,BLOOD_SAMPLE,
SAMPLE_TYPE,METASTATIC_TISSUE_SAMPLE,
AGE,AGE_AT_TREATMENT_START,yes
AGE,INITIAL_AGE,yes
DFS_STATUS,DISEASE_RECURRENCE,
GENDER,GENDER,
OS_MONTHS,SURVIVAL_TIME_MONTHS,yes
OS_STATUS,OS_EVENT,
OS_STATUS,DEATH_STATUS,
PATIENT_ID,PATIENT_MRN,
PATIENT_ID,STUDY_PATIENT_ID,
SEX,SEX,
TUMOR_SITE,INITIAL_TUMOR_SITE,
ASCN.CCF_EXPECTED_COPIES,ASCN_CCF_COPIES,yes
CANCER_TYPE,CANCER_DIAGNOSIS,
CANCER_TYPE_DETAILED,SPECIFIC_CANCER_TYPE,
DRIVER_MUTATIONS,PATHOGENIC_MUTATIONS,
DRIVER_MUTATIONS,SOMATIC_MUTATIONS,
DRIVER_MUTATIONS,DRIVER_GENE_MUTATIONS,
ERG_FUSION_ACGH,ERG_ACGH_STATUS,
ETS_RAF_SPINK1_STATUS,ETS_SPINK1_STATUS,
GLEASON_SCORE,PRIMARY_GLEASON,yes
GLEASON_SCORE,GLEASON_AT_DIAGNOSIS,yes
GLEASON_SCORE,BASELINE_GLEASON_SCORE,yes
HISTOLOGY,INITIAL_HISTOLOGY,
KNOWN_MOLECULAR_CLASSIFIER,MOLECULAR_SUBTYPE,
KNOWN_MOLECULAR_CLASSIFIER,GENOMIC_CLASSIFIER,
SERUM_PSA,PSA_AT_DIAGNOSIS,yes
SERUM_PSA,INITIAL_PSA,yes
TMPRSS2_ERG_FUSION_STATUS,ERG_FUSION_STATUS,
